"query","restaurant_name","restaurant_id","label","reason","district","cuisines","source"
"Quán ăn nào có giá cả phải chăng cho dân văn phòng ở quận Tân Bình","Ẩm Thực Cố Đô","800022","0","Quán không ở quận Tân Bình.","Quận Tân Phú","Món Miền Trung","pinecone"
"Quán ăn nào có giá cả phải chăng cho dân văn phòng ở quận Tân Bình","Quán Bụi Central","763759","1","Quán không thuộc quận Tân Bình, giá đa dạng khá cao.","Quận 1","Món Việt","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","Ăn Vặt Hàn Quốc - Lê Văn Lương","1066058","0","Quán không ở Thủ Đức, không rõ món Hàn.","Quận 7","","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","Ẩm Thực Đường Phố Hàn Quốc","1063975","1","Quán ở Quận 7, không phải Thủ Đức dù có món Hàn và phù hợp sinh viên.","Quận 7","Món Hàn","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","Hiwon Food & Drink - Quán Ăn Vặt Hàn Quốc","1136458","0","Quán ở Quận 8, không phải Thủ Đức, không rõ có món Hàn.","Quận 8","","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","29 Jin - Ẩm Thực Hàn Quốc","971817","0","Quán ở Quận 1, không phải Thủ Đức.","Quận 1","Món Hàn","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","Foody Kim - Ăn Vặt Hàn Quốc Online","256336","0","Quán ở Quận 1, dù có món Hàn nhưng không phải Thủ Đức.","Quận 1","Món Việt || Món Hàn","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","Ăn Vặt Hàn Quốc","1052723","0","Quán nằm ở Quận 6, không phải Thủ Đức.","Quận 6","Món Hàn","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","K-Food - Korean Fast Food & Fine Grocery","677154","4","Quán có món Hàn, phù hợp nhóm khách, giá phù hợp, nằm ở Thủ Đức.","Tp. Thủ Đức","Món Hàn","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","Gà Sốt Tini - Ăn Vặt Hàn Quốc","936891","0","Quán không có món Hàn, nằm ở Quận 10 không phải Thủ Đức.","Quận 10","Món Việt","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","K-Food - Chuyên Món Ăn Hàn Quốc","1027700","0","Quán ở Quận Tân Phú, không phải Thủ Đức.","Quận Tân Phú","Món Hàn","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","Ăn Vặt Hàn Quốc - Nguyễn Lâm","1066192","0","Quán không rõ món Hàn, ở Quận 10 không phải Thủ Đức.","Quận 10","","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","Ăn Vặt Hàn Quốc - Cô Giang","1066055","0","Quán không rõ món Hàn, ở Quận 1 không phải Thủ Đức.","Quận 1","","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","K School Food - Nhà Hàng Thức Ăn Nhanh Hàn Quốc","300713","0","Quán ở Quận Tân Bình, không phải Thủ Đức.","Quận Tân Bình","Món Hàn","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","Quán 250 - Ẩm Thực Trung Hoa","675641","0","Quán không có món Hàn, ở Quận 6 không phải Thủ Đức.","Quận 6","Món Việt","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","Ăn Vặt Hàn Quốc - Nguyễn Hữu Thọ","1066060","1","Quán ở Quận 7, không phải Thủ Đức, không rõ món Hàn.","Quận 7","","pinecone"
"Tôi muốn tìm một quán ăn ăn vặt đồ ăn Hàn Quốc cho sinh viên có giá cả tốt ở Thủ Đức","Mr. Korea - Món Ngon Hàn Quốc","965790","1","Quán có món Hàn nhưng ở Quận 7, không phải Thủ Đức.","Quận 7","Món Hàn","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Sushi Nhớ","712027","3","Quán sushi ở Quận 2, chất lượng và không gian tốt, phục vụ trung bình, nhiều lượt xem","Quận 2","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Nhà Hàng Saiko Sushi","712733","0","Quán không ở Quận 2","Quận 1","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Sushi Hưng Harane","788954","2","Quán ở Quận 2, phục vụ và không gian thấp, chất lượng chỉ trung bình","Quận 2","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Sake Kissho Sushi - Lê Thị Hồng","1046794","0","Quán không ở Quận 2","Quận Gò Vấp","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Sushi Rei - By Masuda","191460","0","Quán không ở Quận 2","Quận 3","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Sushi Fuji","713792","0","Quán không ở Quận 2","Quận 3","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Sushi One","975815","0","Quán không ở Quận 2","Quận 7","Món Nhật || Món Hàn","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Kanesaka Sushi","1054147","0","Quán không ở Quận 2","Quận Phú Nhuận","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Sushi To","188524","2","Quán sushi Quận 2, phục vụ và không gian trung bình, nhiều lượt xem","Quận 2","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Nhân Sushi Bito - Fresh Sashimi","2402","0","Quán không ở Quận 2","Quận 1","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","M. Sushi & Grill","1021957","0","Quán không ở Quận 2","Quận 10","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Sushi Gạo","746737","0","Quán không ở Quận 2","Quận Bình Thạnh","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Sushi Tei - Cao Thắng","679930","0","Quán không ở Quận 2","Quận 3","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Sushi Buffet Kunimoto","984820","1","Quán không thuộc Quận 2 nhưng nhiều lượt xem, chất lượng và phục vụ ổn","Tp. Thủ Đức","Món Nhật","pinecone"
"Nhà hàng sushi nào ở quận 2 có chất lượng phục vụ tốt và không gian đẹp và được nhiều người xem xét","Tokyo Sushi - Asiana Food Town","762072","0","Quán không ở Quận 2","Quận 1","Món Nhật","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Trà Sữa 276","879529","2","Quán là trà sữa quận 4, phù hợp nhóm hội, giá dưới 50k nhưng không có đánh giá tốt.","Quận 4","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Soco Milk Tea","709931","4","Trà sữa quận 4, dành cho nhóm hội, giá phù hợp, đánh giá tốt và phục vụ tốt.","Quận 4","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Trà Sữa Hoa Trà","974174","1","Thuộc quận 4, trà sữa và nhóm hội phù hợp nhưng đánh giá kém.","Quận 4","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Hay Milk Tea - Phạm Văn Chí","677518","0","Không thuộc quận 4 mà ở quận 6.","Quận 6","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Trà Sữa Hera Tea","794640","0","Nằm ở quận Gò Vấp, không phải quận 4.","Quận Gò Vấp","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Milk Tea Holic","890514","0","Nằm ở quận 7, không phải quận 4.","Quận 7","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","PhúCha - Milk Tea & Chesse - Trịnh Đình Thảo","937599","0","Nằm ở quận Tân Phú, không phải quận 4.","Quận Tân Phú","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Góc Trà Sữa","170316","0","Nằm ở quận 10, không phải quận 4.","Quận 10","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Soul Milk Tea & Fruit Tea","868952","0","Nằm ở quận Gò Vấp, không phải quận 4.","Quận Gò Vấp","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","1 Phút 30 Giây - Trà Sữa & Ăn Vặt","703502","0","Nằm ở quận Gò Vấp, không phải quận 4.","Quận Gò Vấp","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Trà Sữa Chia & Trà Dâu - Lương Nhữ Học","932247","0","Nằm ở quận 5, không phải quận 4.","Quận 5","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Our Tea - Coffee & Milk Tea","702728","0","Nằm ở thành phố Thủ Đức, không phải quận 4.","Tp. Thủ Đức","Món Miền Nam","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Trà Sữa Quế Xương","895108","0","Nằm ở quận 10, không phải quận 4.","Quận 10","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Bun Milktea & Snacks","715164","4","Trà sữa quận 4, phù hợp nhóm hội, giá và đánh giá tốt.","Quận 4","Món Việt","pinecone"
"Hãy cho tôi biết những quán trà sữa dành cho nhóm hội ở quận 4 có giá tối đa là 50 nghìn đồng và được đánh giá tốt","Alan Wu Milk Tea","892969","1","Nằm ở quận 4 và trà sữa, nhưng không có đánh giá tốt.","Quận 4","Món Việt","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Đặc Khu Ăn Nhậu 1L","725447","2","Nướng BBQ đúng món, nhưng không ở Tân Phú mà ở Quận Tân Bình.","Quận Tân Bình","Món Việt","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Nhà Nướng BBQ","1050741","0","Không đúng quận Tân Phú, huyện Bình Chánh không phù hợp vị trí.","Huyện Bình Chánh","Món Việt","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Quán Nướng Hà Nội BBQ","758007","0","Sai quận, quận Bình Tân không phải Tân Phú.","Quận Bình Tân","Món Việt","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Quán BBQ 378A","182672","3","Đúng quận Tân Phú, món nướng BBQ phù hợp nhưng review chỉ trung bình và phục vụ kém.","Quận Tân Phú","Món Việt","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Its BBQ - Pub & Món Nướng","236447","0","Sai quận, nằm ở Quận 10 không phải Tân Phú.","Quận 10","Món Việt","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Nướng Than - BBQ & Beer","296501","2","Đúng Quận Tân Phú, phù hợp gia đình, món nướng BBQ nhưng chất lượng và review thấp.","Quận Tân Phú","Món Việt","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Sarang BBQ","790167","0","Sai quận, ở Quận Tân Bình không phải Tân Phú.","Quận Tân Bình","Món Hàn","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Quán 79 - Nướng BBQ","224952","0","Sai quận, ở Bình Thạnh không phải Tân Phú.","Quận Bình Thạnh","Món Việt","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Chất BBQ - Nướng, Lẩu & Hải Sản","883349","0","Sai quận, ở Gò Vấp không phải Tân Phú.","Quận Gò Vấp","Món Việt","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Cu Bôn - Quán Ăn Hải Sản & Bufet BBQ","740236","3","Đúng quận Tân Phú, món nướng BBQ buffet phù hợp gia đình, review thiếu nhưng có lượt xem cao.","Quận Tân Phú","Món Miền Nam","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Chú Lùn BBQ","662638","0","Sai quận, ở Quận 7 không phải Tân Phú.","Quận 7","Món Việt","pinecone"
"Tôi muốn tìm một quán nướng bbq ở Tân Phú được yêu thích và phù hợp với gia đình vào cuối tuần","Yolo BBQ - Tên Lửa","814482","0","Sai quận, ở Bình Tân không phải Tân Phú.","Quận Bình Tân","Món Việt","pinecone"
